x,	 y,	 r 
275 , 285 , 3283404311.84
276 , 285 , 3285442745.96
277 , 285 , 4162816780.25
308 , 285 , 803410860.7225
309 , 285 , 4164893516.5
310 , 285 , 3287511353.96
311 , 285 , 2388987288.04
312 , 285 , 1469317092.1875
139 , 286 , 623686149.71
140 , 286 , 792829505.0
141 , 286 , 940830956.91
142 , 286 , 1067646288.0
143 , 286 , 940792266.5
241 , 286 , 3283404311.84
242 , 286 , 3283404311.84
243 , 286 , 3283404311.84
244 , 286 , 3285442745.96
245 , 286 , 4162816780.25
273 , 286 , 3283404311.84
274 , 286 , 3283404311.84
275 , 286 , 3283404311.84
276 , 286 , 3285442745.96
277 , 286 , 4162816780.25
308 , 286 , 803388752.0
309 , 286 , 3023237561.71
310 , 286 , 2388987288.04
311 , 286 , 1733595110.99
312 , 286 , 1057062656.25
241 , 287 , 3285442745.96
242 , 287 , 3285442745.96
243 , 287 , 3285442745.96
244 , 287 , 3287464860.9375
245 , 287 , 4164826865.625
273 , 287 , 3285442745.96
274 , 287 , 3285442745.96
275 , 287 , 3285442745.96
276 , 287 , 3287464860.9375
277 , 287 , 4164826865.625
308 , 287 , 803367618.75
309 , 287 , 1860430275.0
310 , 287 , 1469317092.1875
311 , 287 , 1057062656.25
312 , 287 , 623666967.1875
241 , 288 , 4162816780.25
242 , 288 , 4162816780.25
243 , 288 , 4162816780.25
244 , 288 , 4164826865.625
245 , 288 , 5285313281.25
273 , 288 , 4162816780.25
274 , 288 , 4162816780.25
275 , 288 , 4162816780.25
276 , 288 , 4164826865.625
277 , 288 , 5285313281.25
98 , 303 , 792809997.44
99 , 303 , 792824628.4025
100 , 303 , 792839259.36
101 , 303 , 792841697.0625
241 , 303 , 803432969.44
242 , 303 , 803410860.7225
243 , 303 , 803388752.0
244 , 303 , 803367618.75
98 , 304 , 1997893612.9099998
99 , 304 , 2653300745.94
100 , 304 , 3287565975.59
101 , 304 , 3900603468.0
102 , 304 , 3287508752.75
240 , 304 , 803432969.44
241 , 304 , 5285407567.91
242 , 304 , 4164893516.5
243 , 304 , 3023237561.71
244 , 304 , 1860430275.0
98 , 305 , 1321360833.0
99 , 305 , 1733636077.1599998
100 , 305 , 2124769417.94
101 , 305 , 2494695504.5625
102 , 305 , 2124721136.1875
240 , 305 , 803410860.7225
241 , 305 , 4164893516.5
242 , 305 , 3287511353.96
243 , 305 , 2388987288.04
244 , 305 , 1469317092.1875
98 , 306 , 623686149.71
99 , 306 , 792829505.0
100 , 306 , 940830956.91
101 , 306 , 1067646288.0
102 , 306 , 940792266.5
240 , 306 , 803388752.0
241 , 306 , 3023237561.71
242 , 306 , 2388987288.04
243 , 306 , 1733595110.99
244 , 306 , 1057062656.25
240 , 307 , 803367618.75
241 , 307 , 1860430275.0
242 , 307 , 1469317092.1875
243 , 307 , 1057062656.25
244 , 307 , 623666967.1875
273 , 325 , 792809997.44
274 , 325 , 792824628.4025
275 , 325 , 792839259.36
276 , 325 , 792841697.0625
348 , 325 , 803432969.44
349 , 325 , 803410860.7225
350 , 325 , 803388752.0
351 , 325 , 803367618.75
273 , 326 , 1997893612.9099998
274 , 326 , 2653300745.94
275 , 326 , 3287565975.59
276 , 326 , 3900603468.0
277 , 326 , 3287508752.75
347 , 326 , 803432969.44
348 , 326 , 5285407567.91
349 , 326 , 4164893516.5
350 , 326 , 3023237561.71
351 , 326 , 1860430275.0
273 , 327 , 1321360833.0
274 , 327 , 1733636077.1599998
275 , 327 , 2124769417.94
276 , 327 , 2494695504.5625
277 , 327 , 2124721136.1875
347 , 327 , 803410860.7225
348 , 327 , 4164893516.5
349 , 327 , 3287511353.96
350 , 327 , 2388987288.04
351 , 327 , 1469317092.1875
273 , 328 , 623686149.71
274 , 328 , 792829505.0
275 , 328 , 940830956.91
276 , 328 , 1067646288.0
277 , 328 , 940792266.5
347 , 328 , 803388752.0
348 , 328 , 3023237561.71
349 , 328 , 2388987288.04
350 , 328 , 1733595110.99
351 , 328 , 1057062656.25
347 , 329 , 803367618.75
348 , 329 , 1860430275.0
349 , 329 , 1469317092.1875
350 , 329 , 1057062656.25
351 , 329 , 623666967.1875
