x,	 y,	 r 
299 , 55 , 2124738693.7775
300 , 55 , 4429131220.61
301 , 55 , 5549603331.0
302 , 55 , 4429135284.5475
303 , 55 , 2124745033.19
277 , 56 , 940849652.01
278 , 56 , 3171285506.9375
279 , 56 , 4270630994.3599997
280 , 56 , 4270617826.69
281 , 56 , 3372061735.7275
282 , 56 , 1057062656.25
299 , 56 , 792823815.41
300 , 56 , 3287480630.2775
301 , 56 , 4429103910.3125
302 , 56 , 4429099846.3125
303 , 56 , 2653239297.735
304 , 56 , 623690376.69
241 , 57 , 355297088.735
242 , 57 , 1052982338.75
243 , 57 , 1052978274.5
244 , 57 , 1055042004.6525
245 , 57 , 1057101671.16
246 , 57 , 623680784.9375
276 , 57 , 803428417.7975
277 , 57 , 3435550358.1725
278 , 57 , 5348844007.2775
279 , 57 , 4270613762.6275
280 , 57 , 3171248929.9375
281 , 57 , 1596178591.31
282 , 57 , 169130025.0
300 , 57 , 1733587308.4099998
301 , 57 , 3287480630.2775
302 , 57 , 3900603956.5475
303 , 57 , 3900606882.4025
304 , 57 , 3287511679.44
305 , 57 , 940810636.3475
336 , 57 , 357365696.1725
337 , 57 , 936728529.86
338 , 57 , 1592118918.59
339 , 57 , 1592095021.5349998
340 , 57 , 676563016.4775
341 , 57 , 359412194.81
241 , 58 , 670367923.5
242 , 58 , 1854319064.8274999
243 , 58 , 3017100341.39
244 , 58 , 4158731098.1975
245 , 58 , 3283439814.1875
246 , 58 , 1997926288.0275
247 , 58 , 1733621933.69
248 , 58 , 940796493.065
276 , 58 , 803406308.9649999
277 , 58 , 3435516219.6275
278 , 58 , 4228312398.91
279 , 58 , 3372072139.75
280 , 58 , 2494692578.29
281 , 58 , 1057062656.25
300 , 58 , 623665829.3975
301 , 58 , 1733587308.4099998
302 , 58 , 2124720649.19
303 , 58 , 2494690303.0025
304 , 58 , 2124724713.1275
305 , 58 , 940810636.3475
334 , 58 , 623718988.1875
335 , 58 , 1467338838.8274999
336 , 58 , 2226384117.0775
337 , 58 , 3165136580.75
338 , 58 , 4264469388.0275
339 , 58 , 3165068303.66
340 , 58 , 1596206552.04
341 , 58 , 359412194.81
241 , 59 , 670367923.5
242 , 59 , 2224311477.39
243 , 59 , 4220108684.39
244 , 59 , 5847997204.514999
245 , 59 , 6378621036.702499
246 , 59 , 5549730129.635
247 , 59 , 4429210713.4475
248 , 59 , 3287552645.0
249 , 59 , 2124738692.84
250 , 59 , 940796493.065
276 , 59 , 803390540.2225
277 , 59 , 2843540811.6875
278 , 59 , 2230432441.3975
279 , 59 , 1596182167.7275
280 , 59 , 940796005.4975
281 , 59 , 169130025.0
301 , 59 , 623665829.3975
302 , 59 , 792809184.6875
303 , 59 , 940810636.5975
304 , 59 , 940814700.5975
305 , 59 , 940810636.3475
332 , 59 , 940859893.64
333 , 59 , 1860538868.3274999
334 , 59 , 3023348268.515
335 , 59 , 4224294636.7025
336 , 59 , 5342720084.514999
337 , 59 , 5076390395.75
338 , 59 , 5606944488.59
339 , 59 , 3165068303.66
340 , 59 , 1596206552.04
341 , 59 , 359412194.81
241 , 60 , 670361582.7525
242 , 60 , 2224289367.59
243 , 60 , 4220063978.09
244 , 60 , 6661889768.465
245 , 60 , 8511759008.09
246 , 60 , 7727234984.09
247 , 60 , 7727226856.0275
248 , 60 , 7727218727.84
249 , 60 , 5285383996.44
250 , 60 , 3287504688.9375
251 , 60 , 2124709431.7275
252 , 60 , 940785926.615
276 , 60 , 803367618.75
277 , 60 , 1860430275.0
278 , 60 , 1469317092.1875
279 , 60 , 1057062656.25
280 , 60 , 623666967.1875
330 , 60 , 940849326.3775
331 , 60 , 2230500718.36
332 , 60 , 4228396932.0
333 , 60 , 5063472691.5475
334 , 60 , 6670204840.09
335 , 60 , 6399742912.09
336 , 60 , 6399714626.065001
337 , 60 , 5076289606.25
338 , 60 , 5606862556.71
339 , 60 , 3165017096.3525
340 , 60 , 1596178591.31
341 , 60 , 359401303.125
241 , 61 , 670320616.4775
242 , 61 , 2224234745.96
243 , 61 , 4220020898.375
244 , 61 , 6661865058.41
245 , 61 , 8511742914.127501
246 , 61 , 8784315359.6525
247 , 61 , 9820233674.36
248 , 61 , 9820249443.1875
249 , 61 , 8784319261.4225
250 , 61 , 7727218727.84
251 , 61 , 5285383996.44
252 , 61 , 3287504688.9375
253 , 61 , 2124709431.7275
254 , 61 , 940785926.615
328 , 61 , 940849326.3775
329 , 61 , 2230500718.36
330 , 61 , 4228396932.0
331 , 61 , 5877440686.0625
332 , 61 , 8763239619.1875
333 , 61 , 7441895530.36
334 , 61 , 7727285215.6525
335 , 61 , 6399726818.127501
336 , 61 , 6399682438.25
337 , 61 , 3490656281.415
338 , 61 , 2900742491.24
339 , 61 , 902869523.9975
340 , 61 , 264265664.0625
243 , 62 , 792824627.79
244 , 62 , 2124737392.6875
245 , 62 , 3287507615.3775
246 , 62 , 4429154466.7775
247 , 62 , 5549630966.36
248 , 62 , 5549648035.6875
249 , 62 , 5549648035.6875
250 , 62 , 4429144551.0
251 , 62 , 3287526798.2975
252 , 62 , 2124738693.7775
253 , 62 , 792838446.1275
327 , 62 , 169161888.0475
328 , 62 , 1057123617.9375
329 , 62 , 1596251582.9375
330 , 62 , 3372134727.0
331 , 62 , 3171309891.6875
332 , 62 , 4492638211.6875
333 , 62 , 3171292822.36
334 , 62 , 4492603260.3775
335 , 62 , 3171248929.9375
336 , 62 , 3372061735.7275
337 , 62 , 1596178591.31
338 , 62 , 1057062656.25
339 , 62 , 169130025.0
245 , 63 , 792824627.79
246 , 63 , 2124737392.6875
247 , 63 , 3287507615.3775
248 , 63 , 4429154466.7775
249 , 63 , 5549630966.36
250 , 63 , 5549648035.6875
251 , 63 , 5549648035.6875
252 , 63 , 4429144551.0
253 , 63 , 3287526798.2975
254 , 63 , 2124738693.7775
255 , 63 , 792823815.41
325 , 63 , 169154735.09
326 , 63 , 1057123617.9375
327 , 63 , 1596251582.9375
328 , 63 , 3372134727.0
329 , 63 , 3171309891.6875
330 , 63 , 4492638211.6875
331 , 63 , 3171292822.36
332 , 63 , 4492603260.3775
333 , 63 , 3171248929.9375
334 , 63 , 3372061735.7275
335 , 63 , 1596178591.31
336 , 63 , 1057062656.25
337 , 63 , 169130025.0
247 , 64 , 792824627.79
248 , 64 , 2124737392.6875
249 , 64 , 3287507615.3775
250 , 64 , 4429154466.7775
251 , 64 , 5549630966.36
252 , 64 , 5549648035.6875
253 , 64 , 5549648035.6875
254 , 64 , 4429131220.61
255 , 64 , 3287480630.2775
256 , 64 , 1733601614.0025
257 , 64 , 623676721.125
324 , 64 , 623704031.9225
325 , 64 , 940839410.4375
326 , 64 , 2494755653.25
327 , 64 , 3171309891.6875
328 , 64 , 4492638211.6875
329 , 64 , 3171292822.36
330 , 64 , 4492603260.3775
331 , 64 , 3171248929.9375
332 , 64 , 3372061735.7275
333 , 64 , 1596178591.31
334 , 64 , 1057062656.25
335 , 64 , 169130025.0
249 , 65 , 792824627.79
250 , 65 , 2124737392.6875
251 , 65 , 3287507615.3775
252 , 65 , 4429154466.7775
253 , 65 , 5549630966.36
254 , 65 , 5549603331.0
255 , 65 , 4429099846.3125
256 , 65 , 3287490221.735
257 , 65 , 2124702117.215
258 , 65 , 792809997.69
322 , 65 , 169153759.61
323 , 65 , 264302241.375
324 , 65 , 1596235326.375
325 , 65 , 2050782022.3125
326 , 65 , 3171285507.0
327 , 65 , 3171292822.36
328 , 65 , 4492603260.3775
329 , 65 , 3171248929.9375
330 , 65 , 3372061735.7275
331 , 65 , 1596178591.31
332 , 65 , 1057062656.25
333 , 65 , 169130025.0
251 , 66 , 792824627.79
252 , 66 , 2124737392.6875
253 , 66 , 3287507615.3775
254 , 66 , 4429117890.215
255 , 66 , 5549586261.6725
256 , 66 , 5549603331.0
257 , 66 , 4429099846.3125
258 , 66 , 3287490221.735
259 , 66 , 2124738693.7775
260 , 66 , 792838446.1275
320 , 66 , 169161888.0475
321 , 66 , 1057123617.9375
322 , 66 , 1596235326.375
323 , 66 , 2050782022.3125
324 , 66 , 3171285507.0
325 , 66 , 3171268437.6725
326 , 66 , 3171258683.815
327 , 66 , 3171248929.9375
328 , 66 , 3372061735.7275
329 , 66 , 1596178591.31
330 , 66 , 1057062656.25
331 , 66 , 169130025.0
253 , 67 , 792824627.79
254 , 67 , 2124708944.25
255 , 67 , 3287471038.815
256 , 67 , 4429117890.215
257 , 67 , 5549586261.6725
258 , 67 , 5549603331.0
259 , 67 , 4429144551.0
260 , 67 , 3287526798.2975
261 , 67 , 2124738693.7775
262 , 67 , 792838446.1275
318 , 67 , 169161888.0475
319 , 67 , 1057123617.9375
320 , 67 , 1596251582.9375
321 , 67 , 3372134727.0
322 , 67 , 3171285507.0
323 , 67 , 3171268437.6725
324 , 67 , 3171258683.815
325 , 67 , 3171224545.375
326 , 67 , 2050725287.29
327 , 67 , 1596178591.31
328 , 67 , 1057062656.25
329 , 67 , 169130025.0
255 , 68 , 792806746.085
256 , 68 , 2124714796.7224998
257 , 68 , 3287480630.2775
258 , 68 , 4429131220.61
259 , 68 , 5549648035.6875
260 , 68 , 5549648035.6875
261 , 68 , 4429144551.0
262 , 68 , 3287526798.2975
263 , 68 , 2124738693.7775
264 , 68 , 792838446.1275
316 , 68 , 169161888.0475
317 , 68 , 1057123617.9375
318 , 68 , 1596251582.9375
319 , 68 , 3372134727.0
320 , 68 , 3171309891.6875
321 , 68 , 4492638211.6875
322 , 68 , 3171275753.09
323 , 68 , 3171241614.5975
324 , 68 , 2050738617.5225
325 , 68 , 1596172251.365
326 , 68 , 264265664.0625
327 , 68 , 169130025.0
256 , 69 , 623683385.9775
257 , 69 , 1733609579.25
258 , 69 , 3287507615.3775
259 , 69 , 4429154466.7775
260 , 69 , 5549630966.36
261 , 69 , 5549648035.6875
262 , 69 , 5549648035.6875
263 , 69 , 4429144551.0
264 , 69 , 3287526798.2975
265 , 69 , 2124738693.7775
266 , 69 , 792838446.1275
314 , 69 , 169161888.0475
315 , 69 , 1057123617.9375
316 , 69 , 1596251582.9375
317 , 69 , 3372134727.0
318 , 69 , 3171309891.6875
319 , 69 , 4492638211.6875
320 , 69 , 3171292822.36
321 , 69 , 4492603260.3775
322 , 69 , 3171248929.9375
323 , 69 , 2494692578.29
324 , 69 , 940796005.4975
325 , 69 , 623666967.1875
258 , 70 , 792824627.79
259 , 70 , 2124737392.6875
260 , 70 , 3287507615.3775
261 , 70 , 4429154466.7775
262 , 70 , 5549630966.36
263 , 70 , 5549648035.6875
264 , 70 , 5549648035.6875
265 , 70 , 4429144551.0
266 , 70 , 3287526798.2975
267 , 70 , 2124738693.7775
268 , 70 , 792838446.1275
312 , 70 , 169161888.0475
313 , 70 , 1057123617.9375
314 , 70 , 1596251582.9375
315 , 70 , 3372134727.0
316 , 70 , 3171309891.6875
317 , 70 , 4492638211.6875
318 , 70 , 3171292822.36
319 , 70 , 4492603260.3775
320 , 70 , 3171248929.9375
321 , 70 , 3372061735.7275
322 , 70 , 1596178591.31
323 , 70 , 1057062656.25
324 , 70 , 169130025.0
260 , 71 , 792824627.79
261 , 71 , 2124737392.6875
262 , 71 , 3287507615.3775
263 , 71 , 4429154466.7775
264 , 71 , 5549630966.36
265 , 71 , 5549648035.6875
266 , 71 , 5549648035.6875
267 , 71 , 4429144551.0
268 , 71 , 3287507941.25
269 , 71 , 2124738693.7775
270 , 71 , 792823815.41
310 , 71 , 169154735.09
311 , 71 , 1057123617.9375
312 , 71 , 1596249307.01
313 , 71 , 3372134727.0
314 , 71 , 3171309891.6875
315 , 71 , 4492638211.6875
316 , 71 , 3171292822.36
317 , 71 , 4492603260.3775
318 , 71 , 3171248929.9375
319 , 71 , 3372061735.7275
320 , 71 , 1596178591.31
321 , 71 , 1057062656.25
322 , 71 , 169130025.0
262 , 72 , 792824627.79
263 , 72 , 2124737392.6875
264 , 72 , 3287507615.3775
265 , 72 , 4429154466.7775
266 , 72 , 5549630966.36
267 , 72 , 5549620400.3225
268 , 72 , 4429117240.76
269 , 72 , 3900603956.5475
270 , 72 , 2124720649.19
271 , 72 , 792809184.6875
309 , 72 , 169147582.1275
310 , 72 , 264307931.10999998
311 , 72 , 1596245242.9475
312 , 72 , 2050799416.76
313 , 72 , 4270647738.5625
314 , 72 , 3171292822.36
315 , 72 , 4492603260.3775
316 , 72 , 3171248929.9375
317 , 72 , 3372061735.7275
318 , 72 , 1596178591.31
319 , 72 , 1057062656.25
320 , 72 , 169130025.0
264 , 73 , 792824627.79
265 , 73 , 2124737392.6875
266 , 73 , 3287507615.3775
267 , 73 , 4429165849.9475
268 , 73 , 5549637278.39
269 , 73 , 6120503652.01
270 , 73 , 3900640405.5475
271 , 73 , 2124749001.94
272 , 73 , 792822189.365
309 , 73 , 1055044379.86
310 , 73 , 1592112027.9475
311 , 73 , 3368029278.89
312 , 73 , 4264446371.51
313 , 73 , 5342629992.0275
314 , 73 , 3171248929.9375
315 , 73 , 3372061735.7275
316 , 73 , 1596178591.31
317 , 73 , 1057062656.25
318 , 73 , 169130025.0
266 , 74 , 792839258.3975
267 , 74 , 2124774655.375
268 , 74 , 5010787327.39
269 , 74 , 7454719634.0725
270 , 74 , 5847950908.4375
271 , 74 , 3630167811.715
272 , 74 , 1858389627.9275
309 , 74 , 1729517429.635
310 , 74 , 3363870573.0775
311 , 74 , 5583743116.952499
312 , 74 , 6922031582.11
313 , 74 , 5342597023.375
314 , 74 , 2494681523.9975
315 , 74 , 1057062656.25
316 , 74 , 169130025.0
268 , 75 , 3017071471.235
269 , 75 , 6378558516.2975
270 , 75 , 5014926231.485
271 , 75 , 3632217918.9725
272 , 75 , 2228347252.1225
309 , 75 , 1729505138.1725001
310 , 75 , 4220068791.485
311 , 75 , 5583701076.2975
312 , 75 , 5583650844.035
313 , 75 , 2839392053.99
314 , 75 , 1057062656.25
268 , 76 , 2386968198.5275
269 , 76 , 4162852643.4025
270 , 76 , 4162852643.4025
271 , 76 , 4162803418.46
272 , 76 , 1860430275.0
309 , 76 , 1465239374.94
310 , 76 , 4158691107.4025
311 , 76 , 4158691107.4025
312 , 76 , 4158664446.8475
313 , 76 , 1856322808.29
267 , 77 , 169161888.0475
268 , 77 , 2494758254.2975
269 , 77 , 3372133589.11
270 , 77 , 3372120258.7775
271 , 77 , 3372061735.7275
272 , 77 , 1469317092.1875
309 , 77 , 792838446.1275
310 , 77 , 3551788398.2975
311 , 77 , 4429163733.11
312 , 77 , 4429150402.7775
313 , 77 , 2124737392.6875
267 , 78 , 1057125243.61
268 , 78 , 3372133589.11
269 , 78 , 3372133589.11
270 , 78 , 3372105790.535
271 , 78 , 2230419923.9975
272 , 78 , 359401303.125
310 , 78 , 2653290342.215
311 , 78 , 4429163733.11
312 , 78 , 4429163733.11
313 , 78 , 3287518344.41
314 , 78 , 940824616.4775
266 , 79 , 169161888.0475
267 , 79 , 1596241666.3600001
268 , 79 , 3372133589.11
269 , 79 , 3372120258.7775
270 , 79 , 3372075065.96
271 , 79 , 1469317092.1875
310 , 79 , 1733630062.44
311 , 79 , 3551788398.2975
312 , 79 , 4429163733.11
313 , 79 , 4429137072.44
314 , 79 , 2124737392.6875
266 , 80 , 1057123617.9375
267 , 80 , 3372134727.0
268 , 80 , 4492638211.6875
269 , 80 , 4492603260.3775
270 , 80 , 3372061735.7275
271 , 80 , 1057062656.25
310 , 80 , 792838446.1275
311 , 80 , 3287526798.2975
312 , 80 , 5549648035.6875
313 , 80 , 5549630966.36
314 , 80 , 3287507615.3775
315 , 80 , 792824627.79
265 , 81 , 169161888.0475
266 , 81 , 1596251582.9375
267 , 81 , 3171309891.6875
268 , 81 , 3171292822.36
269 , 81 , 3171248929.9375
270 , 81 , 1596178591.31
271 , 81 , 169130025.0
311 , 81 , 2124738693.7775
312 , 81 , 4429144551.0
313 , 81 , 5549648035.6875
314 , 81 , 4429154466.7775
315 , 81 , 2124737392.6875
265 , 82 , 623712160.36
266 , 82 , 2494758254.2975
267 , 82 , 3372133589.11
268 , 82 , 3372106928.44
269 , 82 , 3372061735.7275
270 , 82 , 1057062656.25
289 , 82 , 433438577.375
290 , 82 , 623725528.5725
291 , 82 , 623711968.735
292 , 82 , 623684849.0
311 , 82 , 792838446.1275
312 , 82 , 2653271810.36
313 , 82 , 4429163733.11
314 , 82 , 4429150402.7775
315 , 82 , 2124743245.1599998
265 , 83 , 1733658673.7350001
266 , 83 , 3372133589.11
267 , 83 , 3372133589.11
268 , 83 , 3372092460.25
269 , 83 , 2230419923.9975
270 , 83 , 169130025.0
288 , 83 , 359437229.9525
289 , 83 , 2382839022.5
290 , 83 , 4154569348.75
291 , 83 , 5008677855.14
292 , 83 , 3287469900.6725
293 , 83 , 940751788.7525
312 , 83 , 1733636240.09
313 , 83 , 4429163733.11
314 , 83 , 4429163733.11
315 , 83 , 3287527935.815
316 , 83 , 940824616.4775
264 , 84 , 169161888.0475
265 , 84 , 2494758254.2975
266 , 84 , 3372133589.11
267 , 84 , 3372120258.7775
268 , 84 , 3372061735.7275
269 , 84 , 1469317092.1875
288 , 84 , 909144600.3125
289 , 84 , 5324013412.5275
290 , 84 , 9998700723.59
291 , 84 , 9787014656.6875
292 , 84 , 6648901512.952499
293 , 84 , 4492415501.51
294 , 84 , 940814863.0274999
312 , 84 , 792838446.1275
313 , 84 , 3551788398.2975
314 , 84 , 4429163733.11
315 , 84 , 4429150402.7775
316 , 84 , 2124737392.6875
264 , 85 , 1057125243.61
265 , 85 , 3372133589.11
266 , 85 , 3372133589.11
267 , 85 , 3372105790.535
268 , 85 , 2230419923.9975
269 , 85 , 359401303.125
285 , 85 , 222020710.76
286 , 85 , 940853878.9525
287 , 85 , 1321389281.9375
288 , 85 , 1892230264.51
289 , 85 , 7630710749.860001
290 , 85 , 13421921075.7775
291 , 85 , 12848320878.5
292 , 85 , 9312650963.39
293 , 85 , 7727000082.577499
294 , 85 , 3900592902.3125
295 , 85 , 940861518.44
313 , 85 , 2653290342.215
314 , 85 , 4429163733.11
315 , 85 , 4429163733.11
316 , 85 , 3287518344.41
317 , 85 , 940824616.4775
263 , 86 , 169161888.0475
264 , 86 , 1596241666.3600001
265 , 86 , 3372133589.11
266 , 86 , 3372120258.7775
267 , 86 , 3372075065.96
268 , 86 , 1469317092.1875
282 , 86 , 169161888.0475
283 , 86 , 1055053289.135
284 , 86 , 1055072016.3275
285 , 86 , 2490647116.4525
286 , 86 , 2412528163.1875
287 , 86 , 2695840430.125
288 , 86 , 2177640595.39
289 , 86 , 6512255969.389999
290 , 86 , 11157485948.39
291 , 86 , 12055470689.39
292 , 86 , 8784115571.39
293 , 86 , 10592110499.885
294 , 86 , 9031909427.8275
295 , 86 , 5010782609.5725
296 , 86 , 2224294895.0475
297 , 86 , 2222171991.215
298 , 86 , 792838446.1275
313 , 86 , 1733630062.44
314 , 86 , 3551788398.2975
315 , 86 , 4429163733.11
316 , 86 , 4429137072.44
317 , 86 , 2124737392.6875
263 , 87 , 1057123617.9375
264 , 87 , 3372134727.0
265 , 87 , 4492638211.6875
266 , 87 , 4492603260.3775
267 , 87 , 3372061735.7275
268 , 87 , 1057062656.25
280 , 87 , 169161888.0475
281 , 87 , 1057123617.9375
282 , 87 , 1596251582.9375
283 , 87 , 3368012990.3275
284 , 87 , 3368046673.4475
285 , 87 , 5587926500.6875
286 , 87 , 5076377264.125
287 , 87 , 5803645311.827499
288 , 87 , 4006369231.84
289 , 87 , 5264674219.127501
290 , 87 , 5550465402.252501
291 , 87 , 6641079005.0475
292 , 87 , 5063347681.76
293 , 87 , 10329994724.9475
294 , 87 , 10596402149.885
295 , 87 , 9036168565.3275
296 , 87 , 7452634897.4475
297 , 87 , 5843757411.4475
298 , 87 , 3287526798.2975
299 , 87 , 2124738693.7775
300 , 87 , 792838446.1275
313 , 87 , 792838446.1275
314 , 87 , 3287526798.2975
315 , 87 , 5549648035.6875
316 , 87 , 5549630966.36
317 , 87 , 3287507615.3775
318 , 87 , 792824627.79
262 , 88 , 169161888.0475
263 , 88 , 1596251582.9375
